domain,date,dkimSuccessRatio,dmarcSuccessRatio,domainReputation,inboundEncryptionRatio,outboundEncryptionRatio,spfSuccessRatio,userReportedSpamRatio,userReportedSpamRatioLowerBound,userReportedSpamRatioUpperBound
"careerapproval.net","2025-08-28","1","1",\N,"1",\N,\N,"0.005",\N,\N
"careerapproval.net","2025-08-29","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2025-08-30","1","1",\N,"1",\N,\N,"0.007",\N,\N
"careerapproval.net","2025-08-31","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2025-09-01","1","1","HIGH","1",\N,\N,"0.006",\N,\N
"careerapproval.net","2025-09-02","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-09-03","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2025-09-04","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2025-09-05","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2025-09-06","1","1","HIGH","1",\N,\N,"0.008",\N,\N
"careerapproval.net","2025-09-07","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2025-09-08","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2025-09-09","1","1",\N,"1",\N,\N,"0.006",\N,\N
"careerapproval.net","2025-09-10","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2025-09-11","1","1",\N,"1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-09-12","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-09-13","1","1",\N,"1",\N,\N,"0.005",\N,\N
"careerapproval.net","2025-09-14","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-09-15","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-09-16","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-09-17","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-09-18","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-09-19","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-09-20","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-09-21","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-09-22","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-09-23","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-09-24","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-09-25","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-09-26","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-09-27","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-09-28","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-09-29","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-09-30","1","1",\N,"1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-10-01","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-10-02","1","1",\N,"1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-10-03","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-10-04","1","1","HIGH","1",\N,\N,"0.002",\N,\N
"careerapproval.net","2025-10-05","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-10-06","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2025-10-07","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-10-08","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-10-09","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-10-10","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-10-11","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-10-12","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-10-13","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-10-14","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-10-15","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-10-16","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-10-17","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-10-18","1","1","HIGH","1",\N,\N,"0.002",\N,\N
"careerapproval.net","2025-10-19","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-10-20","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-10-21","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-10-22","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-10-23","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-10-24","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-10-25","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-10-26","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-10-27","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-10-28","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-10-29","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-10-30","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-10-31","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-11-01","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-11-02","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-11-03","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-11-05","1","1","HIGH","1",\N,\N,"0.006",\N,\N
"careerapproval.net","2025-11-07","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2025-11-08","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-11-09","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-11-10","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2025-11-11","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2025-11-13","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-11-15","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-11-17","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-11-18","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-11-19","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-11-20","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-11-21","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-11-22","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2025-11-23","1","1","HIGH","1",\N,\N,"0.006",\N,\N
"careerapproval.net","2025-11-24","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2025-11-26","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-11-28","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-11-30","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-12-01","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-12-02","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-12-03","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-12-05","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-12-07","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-12-08","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-12-10","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-12-12","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-12-13","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-12-14","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-12-15","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-12-17","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-12-19","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-12-21","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-12-22","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2025-12-23","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2025-12-24","1","1","HIGH","1",\N,\N,"0.006",\N,\N
"careerapproval.net","2025-12-25","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2025-12-26","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-12-27","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2025-12-28","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2025-12-29","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2025-12-30","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2025-12-31","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2026-01-01","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2026-01-02","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2026-01-03","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2026-01-04","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2026-01-05","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2026-01-06","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2026-01-08","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2026-01-09","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2026-01-10","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2026-01-11","1","0.983","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2026-01-12","1","0.084","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2026-01-13","1","0.183","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2026-01-14","1","0.607","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2026-01-15","1","0.736","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2026-01-16","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2026-01-17","1","1","HIGH","1",\N,\N,"0.002",\N,\N
"careerapproval.net","2026-01-18","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2026-01-19","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2026-01-20","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2026-01-22","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2026-01-23","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2026-01-24","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2026-01-25","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2026-01-26","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2026-01-27","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2026-01-28","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2026-01-30","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2026-02-01","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2026-02-02","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2026-02-04","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2026-02-05","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2026-02-06","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2026-02-07","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2026-02-08","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2026-02-09","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2026-02-11","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2026-02-13","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2026-02-15","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2026-02-16","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2026-02-18","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2026-02-20","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2026-02-22","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2026-02-23","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2026-02-24","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2026-02-25","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2026-02-27","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2026-03-01","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2026-03-02","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2026-03-04","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2026-03-05","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2026-03-07","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2026-03-08","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2026-03-09","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2026-03-11","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2026-03-12","1","1","HIGH","1",\N,\N,"0.006",\N,\N
"careerapproval.net","2026-03-13","1","1","HIGH","1",\N,\N,"0.006",\N,\N
"careerapproval.net","2026-03-15","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2026-03-16","1","1","HIGH","1",\N,\N,"0.006",\N,\N
"careerapproval.net","2026-03-18","1","1","HIGH","1",\N,\N,"0.006",\N,\N
"careerapproval.net","2026-03-20","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2026-03-22","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2026-03-23","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2026-03-25","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2026-03-27","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerapproval.net","2026-03-29","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerapproval.net","2026-03-30","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerapproval.net","2026-04-01","1","1","HIGH","1",\N,\N,"0.006",\N,\N
"careerapproval.net","2026-04-03","1","1","HIGH","1",\N,\N,"0.008",\N,\N
"careerapproval.net","2026-04-04","1","1","HIGH","1",\N,\N,"0.009",\N,\N
"careerapproval.net","2026-04-05","1","1","HIGH","1",\N,\N,"0.008",\N,\N
"careerapproval.net","2026-04-06","1","1","HIGH","1",\N,\N,"0.008",\N,\N
"careerapproval.net","2026-04-09","1","1","HIGH","1",\N,\N,"0.009",\N,\N
"careerapproval.net","2026-04-11","1","1","HIGH","1",\N,\N,"0.008",\N,\N
"careerapproval.net","2026-04-12","1","1","HIGH","1",\N,\N,"0.007",\N,\N
"careerapproval.net","2026-04-13","1","1","HIGH","1",\N,\N,"0.009",\N,\N
"careerapproval.net","2026-04-14","1","1","HIGH","1",\N,\N,"0.008",\N,\N
"careerapproval.net","2026-04-16","1","1","HIGH","1",\N,\N,"0.008",\N,\N
"careerapproval.net","2026-04-18","1","1","HIGH","1",\N,\N,"0.006",\N,\N
"careerapproval.net","2026-04-19","1","1","HIGH","1",\N,\N,"0.008",\N,\N
"careerapproval.net","2026-04-20","1","1","HIGH","1",\N,\N,"0.01",\N,\N
"careerarcher.net","2024-11-15","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2024-11-16","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2024-11-17","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2024-11-18","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2024-11-19","1","1","HIGH","1",\N,\N,"0.002",\N,\N
"careerarcher.net","2024-11-20","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2024-11-21","1","1","HIGH","1",\N,\N,"0.002",\N,\N
"careerarcher.net","2024-11-22","1","1","HIGH","1",\N,\N,"0.002",\N,\N
"careerarcher.net","2024-11-23","1","1","HIGH","1",\N,\N,"0.002",\N,\N
"careerarcher.net","2024-11-24","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerarcher.net","2024-11-25","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2024-11-26","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2024-11-27","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerarcher.net","2024-11-28","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2024-11-29","1","1","HIGH","1",\N,\N,"0.002",\N,\N
"careerarcher.net","2024-11-30","1","1","HIGH","1",\N,\N,"0.002",\N,\N
"careerarcher.net","2024-12-01","1","1","HIGH","1",\N,\N,"0.002",\N,\N
"careerarcher.net","2024-12-02","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2024-12-03","1","1","HIGH","1",\N,\N,"0.001",\N,\N
"careerarcher.net","2024-12-04","1","1","HIGH","1",\N,\N,"0.002",\N,\N
"careerarcher.net","2024-12-05","1","1","HIGH","1",\N,\N,"0.002",\N,\N
"careerarcher.net","2024-12-06","1","1","HIGH","1",\N,\N,"0.001",\N,\N
"careerarcher.net","2024-12-07","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2024-12-08","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2024-12-09","1","1","HIGH","1",\N,\N,"0.002",\N,\N
"careerarcher.net","2024-12-10","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerarcher.net","2024-12-11","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2024-12-12","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerarcher.net","2024-12-13","1","1","HIGH","1",\N,\N,"0.002",\N,\N
"careerarcher.net","2024-12-14","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2024-12-15","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerarcher.net","2024-12-16","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerarcher.net","2024-12-17","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2024-12-18","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2024-12-19","1","1","HIGH","1",\N,\N,"0.002",\N,\N
"careerarcher.net","2024-12-20","1","1","HIGH","1",\N,\N,"0.002",\N,\N
"careerarcher.net","2024-12-21","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2024-12-22","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2024-12-23","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2024-12-24","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2024-12-25","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2024-12-26","1","1","HIGH","1",\N,\N,"0.002",\N,\N
"careerarcher.net","2024-12-27","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2024-12-28","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerarcher.net","2024-12-29","1","1","HIGH","1",\N,\N,"0.002",\N,\N
"careerarcher.net","2024-12-30","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerarcher.net","2024-12-31","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-01-01","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-01-02","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerarcher.net","2025-01-03","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerarcher.net","2025-01-04","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-01-05","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerarcher.net","2025-01-06","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-01-07","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerarcher.net","2025-01-08","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-01-09","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerarcher.net","2025-01-10","1","1","HIGH","1",\N,\N,"0.002",\N,\N
"careerarcher.net","2025-01-11","1","1","HIGH","1",\N,\N,"0.002",\N,\N
"careerarcher.net","2025-01-12","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-01-13","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerarcher.net","2025-01-14","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerarcher.net","2025-01-15","1","1",\N,"1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-01-16","1","1",\N,"1",\N,\N,"0.004",\N,\N
"careerarcher.net","2025-01-17","1","1",\N,"1",\N,\N,"0.004",\N,\N
"careerarcher.net","2025-01-18","1","1",\N,"1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-01-19","1","1",\N,"1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-01-20","1","1",\N,"1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-01-21","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerarcher.net","2025-01-22","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerarcher.net","2025-01-23","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-01-24","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-01-25","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerarcher.net","2025-01-26","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-01-27","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-01-28","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-01-29","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-01-30","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-01-31","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-02-01","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-02-02","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-02-03","1","1","HIGH","1",\N,\N,"0.002",\N,\N
"careerarcher.net","2025-02-04","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-02-05","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-02-06","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-02-07","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-02-08","1","1","HIGH","1",\N,\N,"0.002",\N,\N
"careerarcher.net","2025-02-09","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-02-10","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-02-12","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-02-14","1","1","HIGH","1",\N,\N,"0.002",\N,\N
"careerarcher.net","2025-02-15","1","1","HIGH","1",\N,\N,"0.002",\N,\N
"careerarcher.net","2025-02-16","1","1","HIGH","1",\N,\N,"0.002",\N,\N
"careerarcher.net","2025-02-17","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-02-18","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerarcher.net","2025-02-19","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-02-20","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-02-21","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-02-22","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-02-23","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-02-24","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-02-25","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerarcher.net","2025-02-26","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerarcher.net","2025-02-27","1","1","HIGH","1",\N,\N,"0.002",\N,\N
"careerarcher.net","2025-02-28","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-03-01","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-03-02","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-03-03","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-03-04","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerarcher.net","2025-03-05","1","1","HIGH","1",\N,\N,"0.005",\N,\N
"careerarcher.net","2025-03-06","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-03-07","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerarcher.net","2025-03-08","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-03-09","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerarcher.net","2025-03-10","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerarcher.net","2025-03-12","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerarcher.net","2025-03-13","1","1","HIGH","1",\N,\N,"0.002",\N,\N
"careerarcher.net","2025-03-14","1","1","HIGH","1",\N,\N,"0.002",\N,\N
"careerarcher.net","2025-03-15","1","1","HIGH","1",\N,\N,"0.003",\N,\N
"careerarcher.net","2025-03-16","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerarcher.net","2025-03-17","1","1","HIGH","1",\N,\N,"0.004",\N,\N
"careerarcher.net","2025-03-19","1","1","HIGH","1",\N,"1","0.004",\N,\N
"careerarcher.net","2025-03-21","1","1","HIGH","1",\N,"1","0.004",\N,\N
"careerarcher.net","2025-03-22","1","1","HIGH","1",\N,"1","0.004",\N,\N
"careerarcher.net","2025-03-23","1","1","HIGH","1",\N,"1","0.005",\N,\N
