Domain,Date,SpamRate,DomainReputation,DkimSuccess,DmarcSuccess,SpfSuccess,InboundEncryption,spam_rate_change,volatility_7d,spam_rate_zscore,spam_rate_ma7
aujobcenter.com,2025-03-26,0.008,MEDIUM,1.0,1.0,1.0,1.0,-0.19999999999999996,0.005313952882562587,-0.6367253004038521,0.012285714285714287
aujobcenter.com,2025-03-27,0.012,MEDIUM,1.0,1.0,1.0,1.0,0.5,0.005304984179322039,-0.005552985323840096,0.012142857142857144
aujobcenter.com,2025-03-28,0.012,MEDIUM,1.0,1.0,1.0,1.0,0.0,0.004990467102863406,-0.03958968043507491,0.012714285714285714
aujobcenter.com,2025-03-30,0.009,MEDIUM,1.0,1.0,1.0,1.0,-0.2500000000000001,0.004845223470201395,-0.5647152934155311,0.012857142857142857
aujobcenter.com,2025-03-31,0.01,MEDIUM,1.0,1.0,1.0,1.0,0.11111111111111116,0.004347960660443227,-0.4239509005717805,0.011714285714285715
aujobcenter.com,2025-04-01,0.008,MEDIUM,1.0,1.0,1.0,1.0,-0.19999999999999996,0.0016761634196950533,-0.7554306845548704,0.009857142857142856
aujobcenter.com,2025-04-02,0.007,MEDIUM,1.0,1.0,1.0,1.0,-0.125,0.001988059594776012,-0.8770448749130705,0.009428571428571429
aujobcenter.com,2025-04-03,0.006,MEDIUM,1.0,1.0,1.0,1.0,-0.1428571428571429,0.0023401261667248814,-1.0087337902782498,0.009142857142857144
aujobcenter.com,2025-04-04,0.008,MEDIUM,1.0,1.0,1.0,1.0,0.33333333333333326,0.0019880595947760144,-0.6259595143027982,0.008571428571428572
aujobcenter.com,2025-04-05,0.009,MEDIUM,1.0,1.0,1.0,1.0,0.125,0.0013451854182691062,-0.3917247115694738,0.008142857142857143
aujobcenter.com,2025-04-06,0.002,MEDIUM,1.0,1.0,1.0,0.993,-0.7777777777777778,0.002609506430251483,-1.735450106526646,0.0071428571428571435
aujobcenter.com,2025-04-07,0.011,MEDIUM,1.0,1.0,1.0,1.0,4.5,0.0028115408417381978,0.046024682455584005,0.007285714285714285
aujobcenter.com,2025-04-09,0.01,MEDIUM,1.0,1.0,1.0,1.0,-0.09090909090909083,0.002992052966172387,-0.1446005103430382,0.007571428571428571
aujobcenter.com,2025-04-10,0.009,MEDIUM,1.0,1.0,1.0,1.0,-0.10000000000000009,0.0030237157840738217,-0.28199815530885775,0.007857142857142856
aujobcenter.com,2025-04-11,0.013,MEDIUM,1.0,1.0,1.0,1.0,0.4444444444444444,0.0034364987719369,0.5608653684166,0.008857142857142857
aujobcenter.com,2025-04-12,0.012,MEDIUM,1.0,1.0,1.0,1.0,-0.07692307692307687,0.0035989416433697507,0.3064626657506728,0.009428571428571429
aujobcenter.com,2025-04-13,0.002,MEDIUM,1.0,1.0,1.0,1.0,-0.8333333333333334,0.004577377082170636,-1.715226988186056,0.008428571428571428
aujobcenter.com,2025-04-14,0.007,MEDIUM,1.0,1.0,1.0,1.0,2.5,0.003716116764786034,-0.6187074755883861,0.009142857142857144
aujobcenter.com,2025-04-15,0.002,MEDIUM,1.0,1.0,1.0,1.0,-0.7142857142857143,0.004450789122113497,-1.6797683237939738,0.007857142857142858
aujobcenter.com,2025-04-16,0.013,MEDIUM,1.0,1.0,1.0,1.0,5.5,0.00482059075613096,0.901656016342762,0.008285714285714285
aujobcenter.com,2025-04-17,0.004,MEDIUM,1.0,1.0,1.0,1.0,-0.6923076923076923,0.005061526214398938,-1.167825743816487,0.007571428571428572
aujobcenter.com,2025-04-18,0.007,MEDIUM,1.0,1.0,1.0,1.0,0.75,0.004461475305855894,-0.49739804529451054,0.006714285714285714
aujobcenter.com,2025-04-19,0.007,MEDIUM,1.0,1.0,1.0,1.0,0.0,0.003829708431025359,-0.5318465413455954,0.006
aujobcenter.com,2025-04-20,0.01,MEDIUM,1.0,1.0,1.0,1.0,0.4285714285714286,0.0036253078686998676,0.19099211350572504,0.0071428571428571435
aujobcenter.com,2025-04-21,0.002,MEDIUM,1.0,1.0,1.0,1.0,-0.8,0.004117326918327107,-1.5803933691165792,0.0064285714285714285
aujobcenter.com,2025-04-22,0.005,MEDIUM,1.0,1.0,1.0,1.0,1.5,0.0037161167647860377,-0.8527278574742397,0.006857142857142858
aujobcenter.com,2025-04-23,0.002,MEDIUM,1.0,1.0,1.0,1.0,-0.6,0.0029277002188456093,-1.4369818938408954,0.005285714285714285
aujobcenter.com,2025-04-24,0.005,MEDIUM,1.0,1.0,1.0,1.0,1.5,0.0028784916685157076,-0.734414870658958,0.005428571428571429
aujobcenter.com,2025-04-26,0.005,MEDIUM,1.0,1.0,1.0,1.0,0.0,0.0027945525240230984,-0.7373746280291682,0.0051428571428571435
aujobcenter.com,2025-04-27,0.012,MEDIUM,1.0,1.0,1.0,1.0,1.4,0.003804758924845374,1.2308990581064267,0.005857142857142858
aujobcenter.com,2025-04-28,0.002,MEDIUM,1.0,1.0,1.0,1.0,-0.8333333333333334,0.0035456210417116824,-1.4715171331610852,0.004714285714285714
aujobcenter.com,2025-04-30,0.004,MEDIUM,1.0,1.0,1.0,1.0,1.0,0.0033665016461207017,-0.8700445879150251,0.004999999999999999
aujobcenter.com,2025-05-02,0.005,MEDIUM,1.0,1.0,,1.0,0.25,0.0033665016461207017,-0.5458013451270451,0.005
aujobcenter.com,2025-05-03,0.005,MEDIUM,1.0,1.0,,1.0,0.0,0.003101458950082634,-0.5089063440694924,0.0054285714285714284
aujobcenter.com,2025-05-04,0.006,MEDIUM,1.0,1.0,,1.0,0.19999999999999996,0.0031014589500826333,-0.19117255011989664,0.005571428571428572
aujobcenter.com,2025-05-05,0.006,MEDIUM,1.0,1.0,,1.0,0.0,0.003093772546815396,-0.1724141858451257,0.005714285714285713
aujobcenter.com,2025-05-06,0.005,MEDIUM,1.0,1.0,,1.0,-0.16666666666666663,0.0013801311186847323,-0.4391990011433363,0.004714285714285714
aujobcenter.com,2025-05-07,0.006,MEDIUM,1.0,1.0,,1.0,0.19999999999999996,0.0007559289460184924,-0.15276486996289948,0.005285714285714285
aujobcenter.com,2025-05-08,0.002,MEDIUM,1.0,1.0,,1.0,-0.6666666666666667,0.0014142135623731167,-1.2120745440111327,0.005
aujobcenter.com,2025-05-10,0.007,MEDIUM,1.0,1.0,,1.0,2.5,0.0016035674514745643,0.20702809642749975,0.005285714285714287
aujobcenter.com,2025-05-11,0.007,MEDIUM,1.0,1.0,,1.0,0.0,0.0017182493859684645,0.16420502986068225,0.005571428571428572
aujobcenter.com,2025-05-12,0.012,MEDIUM,1.0,1.0,,1.0,0.7142857142857142,0.0029920529661723893,1.5804704906270521,0.0064285714285714285
aujobcenter.com,2025-05-13,0.006,MEDIUM,1.0,1.0,,1.0,-0.5,0.0029920529661723893,-0.09697098660856796,0.0064285714285714285
aujobcenter.com,2025-05-14,0.005,MEDIUM,1.0,1.0,,1.0,-0.16666666666666663,0.0029920529661723893,-0.35212284619483336,0.006428571428571429
aujobcenter.com,2025-05-15,0.012,MEDIUM,1.0,1.0,,1.0,1.4,0.0036384193323605878,1.7447436053759868,0.007285714285714285
aujobcenter.com,2025-05-16,0.003,MEDIUM,1.0,1.0,,1.0,-0.75,0.003408672412985391,-0.895070084239204,0.007428571428571429
aujobcenter.com,2025-05-17,0.007,MEDIUM,1.0,1.0,,1.0,1.3333333333333335,0.003408672412985391,0.30946255203438355,0.0074285714285714285
aujobcenter.com,2025-05-18,0.009,MEDIUM,1.0,1.0,,1.0,0.2857142857142856,0.0034503277967117747,0.9159557239304118,0.0077142857142857135
aujobcenter.com,2025-05-19,0.004,MEDIUM,1.0,1.0,,1.0,-0.5555555555555556,0.0031014589500826316,-0.6995818888829526,0.006571428571428571
aujobcenter.com,2025-05-20,0.007,MEDIUM,1.0,1.0,,1.0,0.75,0.0030937725468153945,0.36615484467571857,0.006714285714285714
aujobcenter.com,2025-05-21,0.005,MEDIUM,1.0,1.0,,1.0,-0.2857142857142857,0.0030937725468153945,-0.3566412517588767,0.006714285714285714
aujobcenter.com,2025-05-22,0.007,MEDIUM,1.0,1.0,,1.0,0.3999999999999999,0.0020816659994661447,0.3566412517588767,0.006
aujobcenter.com,2025-05-23,0.011,MEDIUM,1.0,1.0,,1.0,0.5714285714285714,0.0023401261667248857,1.652686149686997,0.007142857142857143
aujobcenter.com,2025-05-24,0.009,MEDIUM,1.0,1.0,,1.0,-0.18181818181818188,0.0024397501823713386,0.9983435402077824,0.0074285714285714285
aujobcenter.com,2025-05-25,0.007,HIGH,1.0,1.0,,1.0,-0.2222222222222221,0.0023401261667248857,0.26161342429658585,0.007142857142857143
aujobcenter.com,2025-05-26,0.009,HIGH,1.0,1.0,,1.0,0.2857142857142856,0.001951800145897072,0.9168706566518241,0.007857142857142856
aujobcenter.com,2025-05-27,0.007,HIGH,1.0,1.0,,1.0,-0.2222222222222221,0.001951800145897072,0.15975623257248178,0.007857142857142858
aujobcenter.com,2025-05-29,0.009,HIGH,1.0,1.0,,1.0,0.2857142857142856,0.0015118578920369137,0.8421676893667894,0.008428571428571428
aujobcenter.com,2025-05-30,0.008,HIGH,1.0,1.0,,1.0,-0.11111111111111105,0.0013972762620115481,0.44092335821685213,0.008571428571428572
aujobcenter.com,2025-06-01,0.009,HIGH,1.0,1.0,,1.0,0.125,0.0009511897312113504,0.8931763042963069,0.008285714285714285
aujobcenter.com,2025-06-02,0.004,HIGH,1.0,1.0,,1.0,-0.5555555555555556,0.0018126539343499386,-1.118715961490335,0.007571428571428571
aujobcenter.com,2025-06-04,0.009,HIGH,1.0,1.0,,1.0,1.25,0.0018644544714716146,0.844036581263653,0.007857142857142856
aujobcenter.com,2025-06-06,0.006,HIGH,1.0,1.0,,1.0,-0.33333333333333326,0.001902379462422691,-0.39812552278214225,0.007428571428571429
aujobcenter.com,2025-06-08,0.004,HIGH,1.0,1.0,,1.0,-0.33333333333333337,0.00230940107675851,-1.1911560209146446,0.006999999999999999
aujobcenter.com,2025-06-09,0.009,HIGH,1.0,1.0,,1.0,1.25,0.00230940107675851,0.7916690765338231,0.006999999999999999
aujobcenter.com,2025-06-10,0.007,HIGH,1.0,1.0,,1.0,-0.2222222222222221,0.0022677868380553707,-0.026919095102908245,0.006857142857142856
aujobcenter.com,2025-06-11,0.009,MEDIUM,1.0,1.0,,1.0,0.2857142857142856,0.0022677868380553707,0.7290047762538298,0.006857142857142858
aujobcenter.com,2025-06-12,0.01,MEDIUM,1.0,1.0,,1.0,0.11111111111111116,0.0021380899352994,1.0625223627244376,0.007714285714285714
aujobcenter.com,2025-06-13,0.003,MEDIUM,1.0,1.0,,1.0,-0.7,0.0026726124191242505,-1.7880013068999396,0.006857142857142856
aujobcenter.com,2025-06-14,0.003,MEDIUM,1.0,1.0,,1.0,0.0,0.003047247001100227,-1.647966272458949,0.0064285714285714285
aujobcenter.com,2025-06-15,0.002,MEDIUM,1.0,1.0,,1.0,-0.33333333333333337,0.003387652649872847,-1.848527593401258,0.0061428571428571435
aujobcenter.com,2025-06-16,0.004,MEDIUM,1.0,1.0,,1.0,1.0,0.0032071349029491017,-1.0640821943509085,0.0054285714285714284
aujobcenter.com,2025-06-18,0.003,MEDIUM,1.0,1.0,,1.0,-0.25,0.003236694374850759,-1.3610987573812623,0.004857142857142858
aujobcenter.com,2025-06-19,0.006,MEDIUM,1.0,1.0,,1.0,1.0,0.0027602622373694304,-0.27131206579575323,0.004428571428571428
aujobcenter.com,2025-06-20,0.003,MEDIUM,1.0,1.0,,1.0,-0.5,0.001272418020560739,-1.3227864440521935,0.003428571428571429
aujobcenter.com,2025-06-21,0.005,MEDIUM,1.0,1.0,,1.0,0.6666666666666667,0.0013801311186847395,-0.5930868583633737,0.0037142857142857142
aujobcenter.com,2025-06-22,0.012,MEDIUM,1.0,1.0,,1.0,1.4,0.003366501646120702,1.9602678652468934,0.005
aujobcenter.com,2025-06-23,0.003,MEDIUM,1.0,1.0,,1.0,-0.75,0.0032366943748507577,-1.254460234376013,0.005142857142857143
aujobcenter.com,2025-06-24,0.01,MEDIUM,1.0,1.0,,0.999,2.3333333333333335,0.0036514837167011143,1.1922955285712353,0.006
aujobcenter.com,2025-06-25,0.008,MEDIUM,1.0,1.0,,0.999,-0.19999999999999996,0.0034503277967117764,0.4633289058423259,0.006714285714285714
aujobcenter.com,2025-06-26,0.008,MEDIUM,1.0,1.0,,1.0,0.0,0.003464101615137759,0.42910020289785644,0.007
aujobcenter.com,2025-06-27,0.003,MEDIUM,1.0,1.0,,0.999,-0.625,0.003464101615137759,-1.2728067152719402,0.007
aujobcenter.com,2025-06-28,0.007,MEDIUM,1.0,1.0,,1.0,1.3333333333333335,0.0033523268393901074,0.1688696469352328,0.007285714285714286
aujobcenter.com,2025-06-29,0.007,HIGH,1.0,1.0,,0.999,0.0,0.0026367367999823176,0.19566253699376832,0.006571428571428573
aujobcenter.com,2025-06-30,0.008,HIGH,1.0,1.0,,0.998,0.1428571428571428,0.0021380899352994014,0.547722557505162,0.007285714285714286
aujobcenter.com,2025-07-02,0.009,MEDIUM,1.0,1.0,,1.0,0.125,0.0019518001458970738,0.9128709291752697,0.0071428571428571435
aujobcenter.com,2025-07-03,0.008,MEDIUM,1.0,1.0,,1.0,-0.11111111111111105,0.0019518001458970738,0.5331459776222983,0.0071428571428571435
aujobcenter.com,2025-07-04,0.013,MEDIUM,1.0,1.0,,0.998,0.625,0.0029680841985233212,2.1372006286379746,0.007857142857142858
aujobcenter.com,2025-07-05,0.011,HIGH,1.0,1.0,,0.999,-0.15384615384615385,0.002236067977499789,1.3838952388164996,0.009
aujobcenter.com,2025-07-06,0.007,HIGH,1.0,1.0,,0.998,-0.36363636363636354,0.002236067977499789,0.09899988051745738,0.009
aujobcenter.com,2025-07-07,0.008,HIGH,1.0,1.0,,1.0,0.1428571428571428,0.0021157009420498143,0.38951121108069153,0.009142857142857144
aujobcenter.com,2025-07-08,0.007,HIGH,1.0,1.0,,1.0,-0.125,0.002236067977499789,0.07863097855154555,0.009
aujobcenter.com,2025-07-09,0.007,HIGH,1.0,1.0,,0.999,0.0,0.0023603873774083292,0.06747288541981818,0.008714285714285714
aujobcenter.com,2025-07-10,0.006,HIGH,1.0,1.0,,0.999,-0.1428571428571429,0.0025727509827124,-0.2966830519819635,0.008428571428571428
aujobcenter.com,2025-07-11,0.004,HIGH,1.0,1.0,,1.0,-0.33333333333333337,0.002115700942049818,-0.9190356077226141,0.0071428571428571435
aujobcenter.com,2025-07-12,0.013,HIGH,1.0,1.0,,0.999,2.25,0.0027602622373694183,1.9333275603192774,0.007428571428571429
aujobcenter.com,2025-07-13,0.007,HIGH,1.0,1.0,,1.0,-0.46153846153846145,0.0027602622373694183,0.05324283622228556,0.0074285714285714285
aujobcenter.com,2025-07-14,0.006,HIGH,1.0,1.0,,1.0,-0.1428571428571429,0.002794552524023089,-0.2276062246748847,0.007142857142857143
aujobcenter.com,2025-07-16,0.006,HIGH,1.0,1.0,,1.0,0.0,0.0028284271247461914,-0.2667688965598843,0.006999999999999999
aujobcenter.com,2025-07-17,0.003,HIGH,1.0,1.0,,1.0,-0.5,0.0032071349029490943,-1.267152258659451,0.0064285714285714285
aujobcenter.com,2025-07-18,0.006,HIGH,1.0,1.0,,1.0,1.0,0.0032071349029490943,-0.3258884601980908,0.0064285714285714285
aujobcenter.com,2025-07-19,0.003,HIGH,1.0,1.0,,1.0,-0.5,0.003352326839390105,-1.342599933382881,0.006285714285714285
aujobcenter.com,2025-07-20,0.017,HIGH,1.0,1.0,,1.0,4.666666666666667,0.004740906081772817,2.8777706512308896,0.006857142857142858
aujobcenter.com,2025-07-21,0.006,HIGH,1.0,1.0,,1.0,-0.6470588235294118,0.004750939756661685,-0.40826504048604295,0.006714285714285714
aujobcenter.com,2025-07-22,0.001,HIGH,1.0,1.0,,1.0,-0.8333333333333334,0.005228129047119376,-1.8231118025310027,0.006
aujobcenter.com,2025-07-24,0.006,HIGH,1.0,1.0,,1.0,5.0,0.005228129047119376,-0.38788394643427243,0.006
aujobcenter.com,2025-07-25,0.01,,1.0,1.0,,1.0,0.6666666666666667,0.005228129047119375,0.812910931942933,0.007
aujobcenter.com,2025-07-26,0.01,,1.0,1.0,,1.0,0.0,0.005318431562567511,0.7579478508000959,0.007571428571428572
aujobcenter.com,2025-07-27,0.011,,1.0,1.0,,1.0,0.09999999999999987,0.005023753102820165,1.0412214588478579,0.008714285714285714
aujobcenter.com,2025-07-28,0.007,,1.0,1.0,,1.0,-0.36363636363636354,0.003450327796711772,-0.15016838656482775,0.007285714285714285
aujobcenter.com,2025-07-29,0.006,,1.0,1.0,,1.0,-0.1428571428571429,0.003450327796711772,-0.42923840743597086,0.007285714285714286
aujobcenter.com,2025-07-30,0.011,,1.0,1.0,,1.0,0.8333333333333333,0.002288688541085316,1.002399285253154,0.008714285714285714
aujobcenter.com,2025-07-31,0.014,,1.0,1.0,,1.0,0.27272727272727293,0.0026726124191242414,1.7416467303484118,0.009857142857142858
aujobcenter.com,2025-08-01,0.01,,1.0,1.0,,1.0,-0.2857142857142857,0.0026726124191242414,0.5621289725241203,0.009857142857142858
aujobcenter.com,2025-08-02,0.006,MEDIUM,1.0,1.0,,1.0,-0.4,0.0030394235042348456,-0.5589882701959027,0.009285714285714286
aujobcenter.com,2025-08-03,0.009,MEDIUM,1.0,1.0,,1.0,0.4999999999999998,0.002943920288775947,0.2937057012893723,0.009
aujobcenter.com,2025-08-04,0.004,MEDIUM,1.0,1.0,,1.0,-0.5555555555555556,0.0034572215654165043,-1.0671931699855652,0.008571428571428572
aujobcenter.com,2025-08-05,0.012,,,,,,2.0,0.0034572215654165035,1.1841885962881669,0.009428571428571429
aujobcenter.com,2025-08-06,0.006,MEDIUM,1.0,1.0,,1.0,-0.5,0.003592319850008055,-0.4655432052169556,0.008714285714285714
aujobcenter.com,2025-08-07,0.004,,1.0,1.0,,1.0,-0.33333333333333337,0.003093772546815387,-0.9899106081609789,0.007285714285714286
aujobcenter.com,2025-08-08,0.004,MEDIUM,1.0,1.0,,1.0,0.0,0.0030472470011002196,-0.9377810876268473,0.0064285714285714285
aujobcenter.com,2025-08-09,0.006,,1.0,1.0,,1.0,0.5,0.0030472470011002196,-0.3760807580674927,0.0064285714285714285
aujobcenter.com,2025-08-10,0.003,MEDIUM,1.0,1.0,,1.0,-0.5,0.00304724700110022,-1.1379175992318256,0.005571428571428572
aujobcenter.com,2025-08-11,0.006,HIGH,1.0,1.0,,1.0,1.0,0.0029680841985233178,-0.33151930056360285,0.005857142857142858
aujobcenter.com,2025-08-12,0.01,,1.0,1.0,,1.0,0.6666666666666667,0.0022990681342044393,0.6933823025000246,0.005571428571428572
aujobcenter.com,2025-08-13,0.011,HIGH,1.0,1.0,,1.0,0.09999999999999987,0.0030937725468153866,1.005087186341387,0.006285714285714285
aujobcenter.com,2025-08-14,0.014,,1.0,1.0,,1.0,0.27272727272727293,0.00402965199962667,1.6793251482265938,0.007714285714285714
aujobcenter.com,2025-08-15,0.012,HIGH,1.0,1.0,,1.0,-0.1428571428571429,0.0039339789623472135,1.082198616776902,0.008857142857142857
aujobcenter.com,2025-08-16,0.009,HIGH,1.0,1.0,,1.0,-0.2500000000000001,0.003728908942943215,0.2841167669182439,0.009285714285714286
aujobcenter.com,2025-08-17,0.013,HIGH,1.0,1.0,,1.0,0.4444444444444444,0.002690370836538192,1.2330651681872842,0.010714285714285714
aujobcenter.com,2025-08-18,0.008,HIGH,1.0,1.0,,1.0,-0.3846153846153846,0.00216024689946928,-0.07806317598147476,0.011
aujobcenter.com,2025-08-19,0.008,HIGH,1.0,1.0,,1.0,0.0,0.002429971585175818,-0.1257376985925541,0.010714285714285714
aujobcenter.com,2025-08-20,0.008,HIGH,1.0,1.0,,1.0,0.0,0.0026276913640612127,-0.04984981729645654,0.010285714285714287
aujobcenter.com,2025-08-21,0.012,HIGH,1.0,1.0,,1.0,0.5,0.002236067977499784,1.0722692778454914,0.009999999999999998
aujobcenter.com,2025-08-22,0.005,HIGH,1.0,1.0,,1.0,-0.5833333333333333,0.0027080128015453155,-1.1077525521311216,0.009
aujobcenter.com,2025-08-23,0.003,HIGH,1.0,1.0,,1.0,-0.4,0.0035321651258386055,-1.6431676725154922,0.008142857142857143
aujobcenter.com,2025-08-24,0.008,HIGH,1.0,1.0,,1.0,1.6666666666666665,0.0028199966227605545,-0.10184281978998472,0.007428571428571429
aujobcenter.com,2025-08-25,0.002,HIGH,1.0,1.0,,1.0,-0.75,0.0034572215654165026,-1.7566885800881036,0.006571428571428571
aujobcenter.com,2025-08-26,0.005,,1.0,1.0,,1.0,1.5,0.0034364987719368956,-0.8305640336060636,0.0061428571428571435
aujobcenter.com,2025-08-27,0.011,HIGH,1.0,1.0,,1.0,1.1999999999999997,0.003866830866792719,0.8586548407790031,0.006571428571428571
aujobcenter.com,2025-08-28,0.011,,1.0,1.0,,1.0,0.0,0.003644957377763732,0.8062209650305436,0.0064285714285714285
aujobcenter.com,2025-08-29,0.008,HIGH,1.0,1.0,,1.0,-0.2727272727272727,0.00362530786869986,-0.019193600728969085,0.006857142857142858
aujobcenter.com,2025-08-30,0.008,,1.0,1.0,,1.0,0.0,0.0032071349029490887,0.040554780270032446,0.007571428571428571
aujobcenter.com,2025-08-31,0.002,HIGH,1.0,1.0,,1.0,-0.75,0.0038172540616821077,-1.632610234622639,0.006714285714285714
aujobcenter.com,2025-09-01,0.007,HIGH,1.0,1.0,,1.0,2.5,0.003207134902949089,-0.18524771036841872,0.0074285714285714285
aujobcenter.com,2025-09-02,0.006,HIGH,1.0,1.0,,1.0,-0.1428571428571429,0.0031014589500826216,-0.4481640415264336,0.007571428571428571
aujobcenter.com,2025-09-03,0.015,HIGH,1.0,1.0,,1.0,1.5,0.004059087394500204,1.964760847065914,0.008142857142857143
aujobcenter.com,2025-09-04,0.013,HIGH,1.0,1.0,,1.0,-0.1333333333333333,0.004353433237386434,1.3854156947237464,0.008428571428571428
aujobcenter.com,2025-09-05,0.009,HIGH,1.0,1.0,,1.0,-0.3076923076923077,0.004353433237386434,0.26531645068311877,0.008571428571428572
aujobcenter.com,2025-09-06,0.011,HIGH,1.0,1.0,,1.0,0.22222222222222232,0.004434711565216686,0.7592323251433805,0.009
aujobcenter.com,2025-09-07,0.006,HIGH,1.0,1.0,,1.0,-0.4545454545454545,0.0035523298860110925,-0.6598146650059091,0.00957142857142857
aujobcenter.com,2025-09-08,0.005,HIGH,1.0,0.999,,1.0,-0.16666666666666663,0.00386066858261129,-0.926002329889415,0.009285714285714286
aujobcenter.com,2025-09-09,0.002,,1.0,1.0,,1.0,-0.6,0.004644505202002528,-1.7314900513886244,0.008714285714285714
aujobcenter.com,2025-09-10,0.008,HIGH,1.0,1.0,,1.0,3.0,0.003728908942943215,-0.09273746410121433,0.007714285714285714
aujobcenter.com,2025-09-11,0.006,,1.0,0.998,,1.0,-0.25,0.0029277002188455976,-0.610332129135952,0.006714285714285714
aujobcenter.com,2025-09-12,0.006,HIGH,1.0,1.0,,1.0,0.0,0.0027516228977511733,-0.5669863058033313,0.006285714285714285
aujobcenter.com,2025-09-13,0.011,,1.0,1.0,,1.0,0.8333333333333333,0.0027516228977511733,0.8879964250994804,0.006285714285714286
aujobcenter.com,2025-09-14,0.016,HIGH,1.0,1.0,,1.0,0.4545454545454546,0.00457217255850672,2.1526830314301364,0.007714285714285714
aujobcenter.com,2025-09-15,0.016,HIGH,1.0,1.0,,0.999,0.0,0.005313952882562585,1.9454423051614371,0.009285714285714286
aujobcenter.com,2025-09-16,0.009,HIGH,1.0,0.998,,1.0,-0.4375,0.004270608298368652,0.21586991459738208,0.010285714285714285
aujobcenter.com,2025-09-17,0.007,HIGH,1.0,1.0,,1.0,-0.2222222222222221,0.004375255094603869,-0.2931425141111587,0.010142857142857144
aujobcenter.com,2025-09-18,0.012,HIGH,1.0,1.0,,1.0,0.7142857142857142,0.003999999999999995,0.9499951687670595,0.011
aujobcenter.com,2025-09-19,0.016,HIGH,1.0,1.0,,1.0,0.33333333333333326,0.0036903993847614337,1.788461114823796,0.012428571428571428
aujobcenter.com,2025-09-20,0.009,HIGH,1.0,1.0,,1.0,-0.4375,0.0038913824205360614,0.13738577363893759,0.012142857142857144
aujobcenter.com,2025-09-21,0.012,HIGH,1.0,1.0,,1.0,0.3333333333333335,0.0035050983275386497,0.8087255325011434,0.011571428571428571
aujobcenter.com,2025-09-22,0.002,HIGH,1.0,1.0,,1.0,-0.8333333333333334,0.004429339411136562,-1.5896424994016074,0.009571428571428573
aujobcenter.com,2025-09-23,0.006,HIGH,1.0,1.0,,1.0,2.0,0.004634241089562611,-0.611226622143445,0.009142857142857144
aujobcenter.com,2025-09-24,0.011,MEDIUM,1.0,1.0,,1.0,0.8333333333333333,0.0045721725585067185,0.5290932509255443,0.009714285714285715
aujobcenter.com,2025-09-25,0.012,MEDIUM,1.0,1.0,,1.0,0.09090909090909105,0.0045721725585067185,0.7244537429933212,0.009714285714285715
aujobcenter.com,2025-09-26,0.006,MEDIUM,1.0,1.0,,1.0,-0.5,0.003773340063934765,-0.7287408220854237,0.008285714285714287
aujobcenter.com,2025-09-27,0.005,MEDIUM,1.0,1.0,,1.0,-0.16666666666666663,0.003946064947695179,-0.9177734189504491,0.007714285714285714
aujobcenter.com,2025-09-28,0.005,MEDIUM,1.0,1.0,,1.0,0.0,0.0035456210417116737,-0.881242563306779,0.006714285714285714
aujobcenter.com,2025-09-29,0.005,MEDIUM,1.0,1.0,,1.0,0.0,0.0030237157840738173,-0.8463253489791178,0.007142857142857143
aujobcenter.com,2025-09-30,0.007,,1.0,1.0,,1.0,0.3999999999999999,0.0029840847683606274,-0.424862674346137,0.007285714285714285
aujobcenter.com,2025-10-01,0.004,MEDIUM,1.0,1.0,,1.0,-0.4285714285714286,0.0026903708365381986,-1.1269207297435886,0.006285714285714286
aujobcenter.com,2025-10-02,0.007,,1.0,1.0,,1.0,0.75,0.0011338934190276884,-0.4019029363665434,0.005571428571428572
aujobcenter.com,2025-10-03,0.015,MEDIUM,1.0,1.0,,1.0,1.1428571428571428,0.0037606990231680527,1.5666012417553021,0.006857142857142858
aujobcenter.com,2025-10-04,0.005,MEDIUM,1.0,1.0,,1.0,-0.6666666666666666,0.0037606990231680527,-0.8354183932373422,0.006857142857142858
aujobcenter.com,2025-10-05,0.011,MEDIUM,1.0,1.0,,1.0,1.1999999999999997,0.00394606494769518,0.6326192812377996,0.007714285714285714
aujobcenter.com,2025-10-06,0.003,MEDIUM,1.0,1.0,,1.0,-0.7272727272727273,0.004237025012007948,-1.2465856122369225,0.007428571428571429
aujobcenter.com,2025-10-07,0.01,MEDIUM,1.0,1.0,,1.0,2.3333333333333335,0.0043369947901195135,0.4109375077809622,0.007857142857142858
aujobcenter.com,2025-10-08,0.008,MEDIUM,1.0,1.0,,1.0,-0.19999999999999996,0.003994043183589899,-0.09779093402042388,0.008428571428571428
aujobcenter.com,2025-10-09,0.007,MEDIUM,1.0,1.0,,1.0,-0.125,0.003994043183589899,-0.3997760269091181,0.00842857142857143
aujobcenter.com,2025-10-10,0.003,MEDIUM,1.0,1.0,,1.0,-0.5714285714285714,0.003199702367110923,-1.3339960474249712,0.006714285714285714
aujobcenter.com,2025-10-11,0.008,MEDIUM,1.0,1.0,,1.0,1.6666666666666665,0.003132015933791495,-0.1159854198921912,0.0071428571428571435
aujobcenter.com,2025-10-12,0.02,MEDIUM,1.0,1.0,,1.0,1.5,0.005740416444159861,2.4537985216906493,0.00842857142857143
aujobcenter.com,2025-10-13,0.007,MEDIUM,1.0,1.0,,1.0,-0.65,0.00529150262212918,-0.399473158482301,0.009
aujobcenter.com,2025-10-14,0.012,MEDIUM,1.0,1.0,,1.0,0.7142857142857142,0.00540722620556004,0.7677440291587692,0.009285714285714286
